Field ID,Description,Category,Type
26967,Area of lateralorbitofrontal (right hemisphere),Freesurfer desikan pial,
27245,Area of lateralorbitofrontal (right hemisphere),Freesurfer DKT,
26733,Area of lingual (left hemisphere),Freesurfer desikan white,
26935,Area of lingual (left hemisphere),Freesurfer desikan pial,
27153,Area of lingual (left hemisphere),Freesurfer DKT,
26834,Area of lingual (right hemisphere),Freesurfer desikan white,
26968,Area of lingual (right hemisphere),Freesurfer desikan pial,
27246,Area of lingual (right hemisphere),Freesurfer DKT,
26734,Area of medialorbitofrontal (left hemisphere),Freesurfer desikan white,
26936,Area of medialorbitofrontal (left hemisphere),Freesurfer desikan pial,
27154,Area of medialorbitofrontal (left hemisphere),Freesurfer DKT,
26835,Area of medialorbitofrontal (right hemisphere),Freesurfer desikan white,
26969,Area of medialorbitofrontal (right hemisphere),Freesurfer desikan pial,
27247,Area of medialorbitofrontal (right hemisphere),Freesurfer DKT,
26735,Area of middletemporal (left hemisphere),Freesurfer desikan white,
26937,Area of middletemporal (left hemisphere),Freesurfer desikan pial,
27155,Area of middletemporal (left hemisphere),Freesurfer DKT,
26836,Area of middletemporal (right hemisphere),Freesurfer desikan white,
26970,Area of middletemporal (right hemisphere),Freesurfer desikan pial,
27248,Area of middletemporal (right hemisphere),Freesurfer DKT,
26737,Area of paracentral (left hemisphere),Freesurfer desikan white,
26939,Area of paracentral (left hemisphere),Freesurfer desikan pial,
27157,Area of paracentral (left hemisphere),Freesurfer DKT,
26838,Area of paracentral (right hemisphere),Freesurfer desikan white,
26972,Area of paracentral (right hemisphere),Freesurfer desikan pial,
27250,Area of paracentral (right hemisphere),Freesurfer DKT,
26736,Area of parahippocampal (left hemisphere),Freesurfer desikan white,
26938,Area of parahippocampal (left hemisphere),Freesurfer desikan pial,
27156,Area of parahippocampal (left hemisphere),Freesurfer DKT,
26837,Area of parahippocampal (right hemisphere),Freesurfer desikan white,
26971,Area of parahippocampal (right hemisphere),Freesurfer desikan pial,
27249,Area of parahippocampal (right hemisphere),Freesurfer DKT,
26738,Area of parsopercularis (left hemisphere),Freesurfer desikan white,
26940,Area of parsopercularis (left hemisphere),Freesurfer desikan pial,
27158,Area of parsopercularis (left hemisphere),Freesurfer DKT,
26839,Area of parsopercularis (right hemisphere),Freesurfer desikan white,
26973,Area of parsopercularis (right hemisphere),Freesurfer desikan pial,
27251,Area of parsopercularis (right hemisphere),Freesurfer DKT,
26739,Area of parsorbitalis (left hemisphere),Freesurfer desikan white,
26941,Area of parsorbitalis (left hemisphere),Freesurfer desikan pial,
27159,Area of parsorbitalis (left hemisphere),Freesurfer DKT,
26840,Area of parsorbitalis (right hemisphere),Freesurfer desikan white,
26974,Area of parsorbitalis (right hemisphere),Freesurfer desikan pial,
27252,Area of parsorbitalis (right hemisphere),Freesurfer DKT,
26740,Area of parstriangularis (left hemisphere),Freesurfer desikan white,
26942,Area of parstriangularis (left hemisphere),Freesurfer desikan pial,
27160,Area of parstriangularis (left hemisphere),Freesurfer DKT,
26841,Area of parstriangularis (right hemisphere),Freesurfer desikan white,
26975,Area of parstriangularis (right hemisphere),Freesurfer desikan pial,
27253,Area of parstriangularis (right hemisphere),Freesurfer DKT,
26741,Area of pericalcarine (left hemisphere),Freesurfer desikan white,
26943,Area of pericalcarine (left hemisphere),Freesurfer desikan pial,
27161,Area of pericalcarine (left hemisphere),Freesurfer DKT,
26842,Area of pericalcarine (right hemisphere),Freesurfer desikan white,
26976,Area of pericalcarine (right hemisphere),Freesurfer desikan pial,
27254,Area of pericalcarine (right hemisphere),Freesurfer DKT,
27071,Area of perirhinal (left hemisphere),Freesurfer BA exvivo,
27113,Area of perirhinal (right hemisphere),Freesurfer BA exvivo,
26742,Area of postcentral (left hemisphere),Freesurfer desikan white,
26944,Area of postcentral (left hemisphere),Freesurfer desikan pial,
27162,Area of postcentral (left hemisphere),Freesurfer DKT,
26843,Area of postcentral (right hemisphere),Freesurfer desikan white,
26977,Area of postcentral (right hemisphere),Freesurfer desikan pial,
27255,Area of postcentral (right hemisphere),Freesurfer DKT,
26743,Area of posteriorcingulate (left hemisphere),Freesurfer desikan white,
26945,Area of posteriorcingulate (left hemisphere),Freesurfer desikan pial,
27163,Area of posteriorcingulate (left hemisphere),Freesurfer DKT,
26844,Area of posteriorcingulate (right hemisphere),Freesurfer desikan white,
26978,Area of posteriorcingulate (right hemisphere),Freesurfer desikan pial,
27256,Area of posteriorcingulate (right hemisphere),Freesurfer DKT,
26744,Area of precentral (left hemisphere),Freesurfer desikan white,
26946,Area of precentral (left hemisphere),Freesurfer desikan pial,
27164,Area of precentral (left hemisphere),Freesurfer DKT,
26845,Area of precentral (right hemisphere),Freesurfer desikan white,
26979,Area of precentral (right hemisphere),Freesurfer desikan pial,
27257,Area of precentral (right hemisphere),Freesurfer DKT,
26745,Area of precuneus (left hemisphere),Freesurfer desikan white,
26947,Area of precuneus (left hemisphere),Freesurfer desikan pial,
27165,Area of precuneus (left hemisphere),Freesurfer DKT,
26846,Area of precuneus (right hemisphere),Freesurfer desikan white,
26980,Area of precuneus (right hemisphere),Freesurfer desikan pial,
27258,Area of precuneus (right hemisphere),Freesurfer DKT,
26746,Area of rostralanteriorcingulate (left hemisphere),Freesurfer desikan white,
26948,Area of rostralanteriorcingulate (left hemisphere),Freesurfer desikan pial,
27166,Area of rostralanteriorcingulate (left hemisphere),Freesurfer DKT,
26847,Area of rostralanteriorcingulate (right hemisphere),Freesurfer desikan white,
26981,Area of rostralanteriorcingulate (right hemisphere),Freesurfer desikan pial,
27259,Area of rostralanteriorcingulate (right hemisphere),Freesurfer DKT,
26747,Area of rostralmiddlefrontal (left hemisphere),Freesurfer desikan white,
26949,Area of rostralmiddlefrontal (left hemisphere),Freesurfer desikan pial,
27167,Area of rostralmiddlefrontal (left hemisphere),Freesurfer DKT,
26848,Area of rostralmiddlefrontal (right hemisphere),Freesurfer desikan white,
26982,Area of rostralmiddlefrontal (right hemisphere),Freesurfer desikan pial,
27260,Area of rostralmiddlefrontal (right hemisphere),Freesurfer DKT,
26748,Area of superiorfrontal (left hemisphere),Freesurfer desikan white,
26950,Area of superiorfrontal (left hemisphere),Freesurfer desikan pial,
27168,Area of superiorfrontal (left hemisphere),Freesurfer DKT,
26849,Area of superiorfrontal (right hemisphere),Freesurfer desikan white,
26983,Area of superiorfrontal (right hemisphere),Freesurfer desikan pial,
27261,Area of superiorfrontal (right hemisphere),Freesurfer DKT,
26749,Area of superiorparietal (left hemisphere),Freesurfer desikan white,
26951,Area of superiorparietal (left hemisphere),Freesurfer desikan pial,
27169,Area of superiorparietal (left hemisphere),Freesurfer DKT,
26850,Area of superiorparietal (right hemisphere),Freesurfer desikan white,
26984,Area of superiorparietal (right hemisphere),Freesurfer desikan pial,
27262,Area of superiorparietal (right hemisphere),Freesurfer DKT,
26750,Area of superiortemporal (left hemisphere),Freesurfer desikan white,
26952,Area of superiortemporal (left hemisphere),Freesurfer desikan pial,
27170,Area of superiortemporal (left hemisphere),Freesurfer DKT,
26851,Area of superiortemporal (right hemisphere),Freesurfer desikan white,
26985,Area of superiortemporal (right hemisphere),Freesurfer desikan pial,
27263,Area of superiortemporal (right hemisphere),Freesurfer DKT,
26751,Area of supramarginal (left hemisphere),Freesurfer desikan white,
26953,Area of supramarginal (left hemisphere),Freesurfer desikan pial,
27171,Area of supramarginal (left hemisphere),Freesurfer DKT,
26852,Area of supramarginal (right hemisphere),Freesurfer desikan white,
26986,Area of supramarginal (right hemisphere),Freesurfer desikan pial,
27264,Area of supramarginal (right hemisphere),Freesurfer DKT,
26753,Area of transversetemporal (left hemisphere),Freesurfer desikan white,
26955,Area of transversetemporal (left hemisphere),Freesurfer desikan pial,
27172,Area of transversetemporal (left hemisphere),Freesurfer DKT,
26854,Area of transversetemporal (right hemisphere),Freesurfer desikan white,
26988,Area of transversetemporal (right hemisphere),Freesurfer desikan pial,
27265,Area of transversetemporal (right hemisphere),Freesurfer DKT,
23220,Arm BMC (bone mineral content) (left),"Bone size, mineral and density by DXA",
23222,Arm BMC (bone mineral content) (right),"Bone size, mineral and density by DXA",
23221,Arm BMD (bone mineral density) (left),"Bone size, mineral and density by DXA",
23223,Arm BMD (bone mineral density) (right),"Bone size, mineral and density by DXA",
23313,Arm bone area (left),"Bone size, mineral and density by DXA",
23314,Arm bone area (right),"Bone size, mineral and density by DXA",
23124,Arm fat mass (left),Body composition by impedance,
23249,Arm fat mass (left),Body composition by DXA,
23120,Arm fat mass (right),Body composition by impedance,
23253,Arm fat mass (right),Body composition by DXA,
23123,Arm fat percentage (left),Body composition by impedance,
23119,Arm fat percentage (right),Body composition by impedance,
23125,Arm fat-free mass (left),Body composition by impedance,
23121,Arm fat-free mass (right),Body composition by impedance,
23250,Arm lean mass (left),Body composition by DXA,
23254,Arm lean mass (right),Body composition by DXA,
23126,Arm predicted mass (left),Body composition by impedance,
23122,Arm predicted mass (right),Body composition by impedance,
23251,Arm tissue fat percentage (left),Body composition by DXA,
23255,Arm tissue fat percentage (right),Body composition by DXA,
23252,Arm total mass (left),Body composition by DXA,
23256,Arm total mass (right),Body composition by DXA,
23224,Arms BMC (bone mineral content),"Bone size, mineral and density by DXA",
23225,Arms BMD (bone mineral density),"Bone size, mineral and density by DXA",
23317,Arms combined bone area,"Bone size, mineral and density by DXA",
23257,Arms fat mass,Body composition by DXA,
23258,Arms lean mass,Body composition by DXA,
23259,Arms tissue fat percentage,Body composition by DXA,
23260,Arms total mass,Body composition by DXA,
4136,Arterial pulse-wave stiffness device ID,Arterial stiffness,
20266,Arterial spin labelling brain images - DICOM,Arterial spin labelling brain MRI,‡
4206,Arterial stiffness device ID,Arterial stiffness,
24120,Ascending aorta distensibility,Cardiac and aortic function,*
24118,Ascending aorta maximum area,Cardiac and aortic function,*
24119,Ascending aorta minimum area,Cardiac and aortic function,*
30650,Aspartate aminotransferase,Blood biochemistry,
30652,Aspartate aminotransferase aliquot,Blood biochemistry processing,
30651,Aspartate aminotransferase assay date,Blood biochemistry processing,
30653,Aspartate aminotransferase correction level,Blood biochemistry processing,
30654,Aspartate aminotransferase correction reason,Blood biochemistry processing,
30655,Aspartate aminotransferase missing reason,Blood biochemistry processing,
30656,Aspartate aminotransferase reportability,Blood biochemistry processing,
5089,Astigmatism angle (left),Autorefraction,
5088,Astigmatism angle (right),Autorefraction,
4924,Attempted fluid intelligence (FI) test.,Fluid intelligence / reasoning,
6146,Attendance/disability/mobility allowance,Other sociodemographic factors,
12681,Augmentation index for PWA,Pulse wave analysis,
5191,Auto-refraction method (left),Autorefraction,
5189,Auto-refraction method (right),Autorefraction,
5273,Auto-refractor device ID (left),Autorefraction,
5214,Auto-refractor device ID (right),Autorefraction,
23433,Average Diameter for HDL Particles,NMR metabolomics,
23733,"Average Diameter for HDL Particles, QC Flag",NMR metabolomics QC indicators,
23432,Average Diameter for LDL Particles,NMR metabolomics,
23732,"Average Diameter for LDL Particles, QC Flag",NMR metabolomics QC indicators,
23431,Average Diameter for VLDL Particles,NMR metabolomics,
23731,"Average Diameter for VLDL Particles, QC Flag",NMR metabolomics QC indicators,
22426,Average heart rate,Left ventricular size and function,
4429,Average monthly beer plus cider intake,Alcohol,
4418,Average monthly champagne plus white wine intake,Alcohol,
4451,Average monthly fortified wine intake,Alcohol,
4462,Average monthly intake of other alcoholic drinks,Alcohol,
4407,Average monthly red wine intake,Alcohol,
4440,Average monthly spirits intake,Alcohol,
738,Average total household income before tax,Household,
10877,Average total household income before tax (pilot),Household,
1588,Average weekly beer plus cider intake,Alcohol,
1578,Average weekly champagne plus white wine intake,Alcohol,
1608,Average weekly fortified wine intake,Alcohol,
5364,Average weekly intake of other alcoholic drinks,Alcohol,
1568,Average weekly red wine intake,Alcohol,
1598,Average weekly spirits intake,Alcohol,
23026,BK VP1 antigen for Human Polyomavirus BKV,Infectious Disease Antigens,
23065,BKV seropositivity for Human Polyomavirus BKV,Infectious Diseases,
3571,Back pain for 3+ months,Pain,
23105,Basal metabolic rate,Body composition by impedance,
30160,Basophill count,Blood count,
30164,Basophill count acquisition route,Blood count processing,
30162,Basophill count acquisition time,Blood count processing,
30163,Basophill count device ID,Blood count processing,
30161,Basophill count freeze-thaw cycles,Blood count processing,
30220,Basophill percentage,Blood count,
30224,Basophill percentage acquisition route,Blood count processing,
30222,Basophill percentage acquisition time,Blood count processing,
30223,Basophill percentage device ID,Blood count processing,
30221,Basophill percentage freeze-thaw cycles,Blood count processing,
1369,Beef intake,Diet,
12141,Believed safe to perform DXA scan,DXA assessment,
12140,Believed safe to perform abdominal MRI scan,Abdominal MRI,
12139,Believed safe to perform brain MRI scan,Brain MRI,
5985,Bicycle speed,ECG during exercise,
2834,Bilateral oophorectomy (both ovaries removed),Female-specific factors,
21734,Biometrics authorisation,Process authorisation,
4,Biometrics duration,Process durations,
21634,Biometrics duration,Process durations,
21834,Biometrics sign-off timestamp,Process completion times,
20126,Bipolar and major depression status,Mental health,
20122,Bipolar disorder status,Mental health,
20022,Birth weight,Early life factors,
120,Birth weight known,Early life factors,
2744,Birth weight of first child,Female-specific factors,
6152,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",Medical conditions,
